"证券代码
Securities Code","证券名称
Securities Name","证券英文名称
Securities Name(Eng.)","交易所
Exchange","中证一级代码
CICS 1st Level Code","中证一级名称
CICS 1st Level Name","中证一级英文名称
CICS 1st Level Name(Eng.)","中证二级代码
CICS 2nd Level Code","中证二级名称
CICS 2nd Level Name","中证二级英文名称
CICS 2nd Level Name(Eng.)","中证三级代码
CICS 3rd Level Code","中证三级名称
CICS 3rd Level Name","中证三级英文名称
CICS 3rd Level Name(Eng.)","中证四级代码
CICS 4th Level Code","中证四级名称
CICS 4th Level Name","中证四级英文名称
CICS 4th Level Name(Eng.)","沪深300行业指数
CSI300 Sector Index","沪深300行业指数英文名称
CSI300 Sector Index Name (Eng.)"
300425,中建环能,"Cscec Scimee Sci.&Tech. Co.,Ltd",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020107,环保设备、工程与服务,"Environmental Protection Equipment, Engineering and Service",02010701,环保设备,Environmental Protection Equipment,,
300426,唐德影视,"Zhejiang Talent Television & Film Co., Ltd.",Shenzhen,03,可选消费,Consumer Discretionary,0304,传媒,Media,030401,传媒,Media,03040103,电影与娱乐,Movies & Entertainment,,
300427,红相股份,Red phase INC.,Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020104,电气设备,Electrical Equipment,02010401,电气部件与设备,Electrical Components & Equipment,,
300428,四通新材,"Hebei Sitong New Metal Material Co., Ltd",Shenzhen,03,可选消费,Consumer Discretionary,0301,汽车与汽车零部件,Automobiles & Components,030101,汽车零配件与轮胎,uto Parts & Tires,03010102,轮胎,Tires,,
300429,强力新材,"CHANGZHOU TRONLY NEW ELECTRONIC MATERIALS CO.,LTD.",Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010207,其他化学制品,Other Chemicals,,
300430,诚益通,"Beijing Chieftain Control Engineering Technology Co., Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010601,通用机械,General Machinery,,
300431,暴风集团,"Baofeng Group Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070101,互联网服务,Internet Services,07010101,互联网信息服务,Internet Information Services,,
300432,富临精工,"Mianyang Fulin Precision Machining Co., Ltd.",Shenzhen,03,可选消费,Consumer Discretionary,0301,汽车与汽车零部件,Automobiles & Components,030101,汽车零配件与轮胎,uto Parts & Tires,03010101,汽车零配件,Auto Parts ,,
300433,蓝思科技,"Lens Technology Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,300信息,CSI 300 Info Technology
300434,金石亚药,Sichuan Goldstone Asia Pharmaceutical Inc.,Shenzhen,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050202,制药,Pharmaceuticals,05020201,化学药,Chemical Medicine,,
300435,中泰股份,Hangzhou Zhongtai Cryogenic Technology Corporation,Shenzhen,09,公用事业,Utilities,0901,公用事业,Utilities,090102,燃气,Gas,09010201,燃气,Gas,,
300436,广生堂,"Fujian Cosunter Pharmaceutical Co., Ltd.",Shenzhen,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050202,制药,Pharmaceuticals,05020201,化学药,Chemical Medicine,,
300437,清水源,"Henan Qing shui yuan Technology Co., Ltd.",Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010207,其他化学制品,Other Chemicals,,
300438,鹏辉能源,"Guangzhou Great Power Energy&Technology Co.,ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020104,电气设备,Electrical Equipment,02010403,新能源设备,New Energy Equipment,,
300439,美康生物,"MEDICALSYSTEM BIOTECHNOLOGY CO.,LTD",Shenzhen,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050201,生物科技,Biotechnology,05020101,生物科技,Biotechnology,,
300440,运达科技,"Chengdu Yunda Technology Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070102,信息技术服务,IT Services,07010201,系统集成及IT咨询,System Integration & IT Consulting,,
300441,鲍斯股份,"Ningbo BaoSi Energy Equipment Co., Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010601,通用机械,General Machinery,,
300442,普丽盛,"Shanghai Precise Packaging Co., Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010607,其他机械设备,Other Machinery,,
300443,金雷股份,"Jinlei Technology Co., Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020104,电气设备,Electrical Equipment,02010403,新能源设备,New Energy Equipment,,
300444,双杰电气,"Beijing SOJO Electric Co., Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020104,电气设备,Electrical Equipment,02010401,电气部件与设备,Electrical Components & Equipment,,
300445,康斯特,Beijing ConST Instruments Technology Inc.,Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
300446,乐凯新材,"Baoding Lucky Innovative Materials Co., LTD",Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
300447,全信股份,"NANJING QUANXIN CABLE TECHNOLOGY CO.,LTD.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020104,电气设备,Electrical Equipment,02010401,电气部件与设备,Electrical Components & Equipment,,
300448,浩云科技,"Haoyun Technologies Co.,Ltd.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070102,信息技术服务,IT Services,07010201,系统集成及IT咨询,System Integration & IT Consulting,,
300449,汉邦高科,Beijing Hanbang Technology Corp.,Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
300450,先导智能,"WUXI LEAD INTELLIGENT EQUIPMENT CO., LTD.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010607,其他机械设备,Other Machinery,,
300451,创业慧康,"B-Soft Co., Ltd.",Shenzhen,05,医药卫生,Health Care,0501,医疗器械与服务,Health Care Devices and Services,050102,医疗用品与服务提供商,Health Care Supplies & Services Provider  ,05010204,医疗保健技术,Health Care Technology,,
300452,山河药辅,"Anhui Sunhere Pharmaceutical Excipients Co., Ltd.",Shenzhen,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050202,制药,Pharmaceuticals,05020201,化学药,Chemical Medicine,,
300453,三鑫医疗,"Jiangxi Sanxin Medtec Co.,Ltd.",Shenzhen,05,医药卫生,Health Care,0501,医疗器械与服务,Health Care Devices and Services,050101,医疗器械,Health Care Devices,05010101,医疗器械,Medical Devices,,
300454,深信服,Sangfor Technologies Inc.,Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070103,软件开发,Software Development,07010301,软件开发,Software Development,,
300455,康拓红外,Beijing Ctrowell Technology Corporation Limited,Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
300456,耐威科技,NAVTECH INC.,Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
300457,赢合科技,"SHENZHEN YINGHE TECHNOLOGY CO.,LTD",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010607,其他机械设备,Other Machinery,,
300458,全志科技,"All Winner Technology Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0703,半导体,Semiconductors,070301,半导体,Semiconductors,07030101,半导体,Semiconductors,,
300459,金科文化,"Zhejiang Jinke Culture Industry Co., LTD.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070101,互联网服务,Internet Services,07010102,移动互联网信息服务,Mobile Internet Information Service,,
300460,惠伦晶体,"Guangdong Failong Crystal Technology Co., LTD.",Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
300461,田中精机,"Tanac Automation Co., Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010607,其他机械设备,Other Machinery,,
300462,华铭智能,"Shanghai Huaming Intelligent Terminal Equipment Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
300463,迈克生物,"Sichuan Maker Biotechnology Co.,Ltd",Shenzhen,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050201,生物科技,Biotechnology,05020101,生物科技,Biotechnology,,
300464,星徽精密,"Guangdong SACA Precision Manufacturing Co., Ltd.",Shenzhen,03,可选消费,Consumer Discretionary,0305,零售业,Retailing,030502,互联网零售,Internet Retail,03050201,互联网零售,Internet Retail,,
300465,高伟达,"Global Infotech Co.,Ltd.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070102,信息技术服务,IT Services,07010201,系统集成及IT咨询,System Integration & IT Consulting,,
300466,赛摩电气,"Saimo Electric Co., Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010607,其他机械设备,Other Machinery,,
300467,迅游科技,"Sichuan Xun You Network Technology Co., Ltd",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070101,互联网服务,Internet Services,07010101,互联网信息服务,Internet Information Services,,
300468,四方精创,"Shenzhen Forms Syntron Information Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070102,信息技术服务,IT Services,07010202,IT外包服务,IT Outsourcing Services,,
300469,信息发展,"ZHONGXIN INFORMATION DEVELOPMENT INC., LTD. SHANGHAI",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070102,信息技术服务,IT Services,07010201,系统集成及IT咨询,System Integration & IT Consulting,,
300470,中密控股,"Sinoseal Holding Co.,Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010601,通用机械,General Machinery,,
300471,厚普股份,"Chengdu HuaqiHoupu Holding Co., Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010607,其他机械设备,Other Machinery,,
300472,新元科技,"New Universal Science and Technology Co., Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010607,其他机械设备,Other Machinery,,
300473,德尔股份,"Fuxin Dare Automotive Parts Co., Ltd.",Shenzhen,03,可选消费,Consumer Discretionary,0301,汽车与汽车零部件,Automobiles & Components,030101,汽车零配件与轮胎,uto Parts & Tires,03010101,汽车零配件,Auto Parts ,,
300474,景嘉微,"Changsha Jingjia Microelectronics Co., Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020101,航空航天与国防,Aerospace & Defense,02010101,航空航天与国防,Aerospace & Defense,,
300475,聚隆科技,"Anhui Julong Transmission Technology Co., Ltd",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010607,其他机械设备,Other Machinery,,
300476,胜宏科技,"Victory Giant Technology (HuiZhou)Co.,Ltd.",Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
300477,合纵科技,"BEIJING HEZONG SCIENCE&TECHNOLOGY CO., LTD.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020104,电气设备,Electrical Equipment,02010401,电气部件与设备,Electrical Components & Equipment,,
300478,杭州高新,"Hangzhou Gaoxin Rubber & Plastic Materials Co., Ltd.",Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010202,塑料制品,Plastics,,
300479,神思电子,"Shandong Synthesis Electronic Technology Co.,Ltd.",Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
300480,光力科技,"ZHENGZHOU GL TECH CO.,LTD.",Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
300481,濮阳惠成,"Puyang Huicheng Electronic Material Co., Ltd.",Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010207,其他化学制品,Other Chemicals,,
300482,万孚生物,"GUANGZHOU WONDFO BIOTECH CO.,LTD",Shenzhen,05,医药卫生,Health Care,0501,医疗器械与服务,Health Care Devices and Services,050101,医疗器械,Health Care Devices,05010101,医疗器械,Medical Devices,,
300483,沃施股份,"Shanghai Worth Garden Co., Ltd",Shenzhen,00,能源,Energy,0001,能源,Energy,000102,石油与天然气,Oil & Gas,00010202,石油与天然气的勘探与生产,Oil & Gas Exploration & Production,,
300484,蓝海华腾,"Shenzhen V&T Technologies Co., Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020104,电气设备,Electrical Equipment,02010401,电气部件与设备,Electrical Components & Equipment,,
300485,赛升药业,"Beijing Science Sun Pharmaceutical Co.,LTD.",Shenzhen,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050202,制药,Pharmaceuticals,05020201,化学药,Chemical Medicine,,
300486,东杰智能,"Shanxi Oriental Material Handling Co., Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010607,其他机械设备,Other Machinery,,
300487,蓝晓科技,"SUNRESIN NEW MATERIALS CO.,LTD, XI' AN",Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010205,纤维及树脂,Fiber and Resin,,
300488,恒锋工具,"Est Tools Co., Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010601,通用机械,General Machinery,,
300489,中飞股份,"Harbin ZhongFei New Technology CO.,LTD",Shenzhen,01,原材料,Materials,0101,原材料,Materials,010105,有色金属,Non-ferrous Metal,01010501,铝,Aluminum,,
300490,华自科技,"HNAC Technology Co.,Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020104,电气设备,Electrical Equipment,02010401,电气部件与设备,Electrical Components & Equipment,,
300491,通合科技,"Shijiazhuang Tonhe Electronics Technologies Co., Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020104,电气设备,Electrical Equipment,02010403,新能源设备,New Energy Equipment,,
300492,山鼎设计,"Huatu Cendes CO., LTD.",Shenzhen,02,工业,Industrials,0202,商业服务与用品,Commercial Services & Supplies,020201,商业服务与用品,Commercial Services & Supplies,02020105,其他商业服务,Other Commercial Services,,
300493,润欣科技,"Shanghai Fortune Techgroup Co.,Ltd.",Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020203,电脑及电子设备经销商,Computer & Electronic Equipment Dealer,,
300494,盛天网络,"Hubei Century Network Technology Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070101,互联网服务,Internet Services,07010101,互联网信息服务,Internet Information Services,,
300495,美尚生态,"Misho Ecology & Landscape Co., Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020107,环保设备、工程与服务,"Environmental Protection Equipment, Engineering and Service",02010703,环保服务,Environmental Protection Service,,
300496,中科创达,"Thunder Software Technology Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070103,软件开发,Software Development,07010301,软件开发,Software Development,,
300497,富祥股份,"Jiangxi Fushine Pharmaceutical Co., Ltd.",Shenzhen,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050202,制药,Pharmaceuticals,05020201,化学药,Chemical Medicine,,
300498,温氏股份,"GUANGDONGWENSFOODSTUFFGROUPCO.,LTD",Shenzhen,04,主要消费,Consumer Staples,0402,食品、饮料与烟草,"Food, Beverage & Tobacco",040204,农牧渔产品,"Agriculture,Animal Husbandry and Fishery Products",04020401,畜牧产品,Livestock Products,300消费,CSI 300 Cons Staples
300499,高澜股份,"Guangzhou Goaland Energy Conservation Tech Co., Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020104,电气设备,Electrical Equipment,02010403,新能源设备,New Energy Equipment,,
300500,启迪设计,"TUS-DESIGN GROUP CO.,LTD",Shenzhen,02,工业,Industrials,0202,商业服务与用品,Commercial Services & Supplies,020201,商业服务与用品,Commercial Services & Supplies,02020105,其他商业服务,Other Commercial Services,,
300501,海顺新材,"Shanghai Haishun New Pharmaceutical Packaging Co.,Ltd.",Shenzhen,01,原材料,Materials,0101,原材料,Materials,010104,容器与包装,Containers & Packaging,01010401,金属与玻璃容器,Metal & Glass Containers,,
300502,新易盛,"Eoptolink Technology Inc., Ltd",Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020202,光电子器件,Optoelectronic Devices,,
300503,昊志机电,"Guangzhou Haozhi Industrial Co.,Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010601,通用机械,General Machinery,,
300504,天邑股份,"Sichuan Tianyi Comheart Telecom Co., Ltd.",Shenzhen,08,电信业务,Telecommunication Services,0802,通信设备,Communications Equipment,080201,通信设备,Communications Equipment,08020101,通信终端设备,Communication Terminal Equipment,,
300505,川金诺,"Kunming Chuan Jin Nuo Chemical CO.,Ltd.",Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010206,化肥与农药,Fertilizers & Agricultural Chemicals,,
300506,名家汇,"Shenzhen Minkave Technology Co., Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020103,建筑与工程,Construction & Engineering,02010302,建筑装修,Building Decoration Engineering,,
300507,苏奥传感,"JIANGSU OLIVE SENSORS HIGH-TECH CO.,LTD",Shenzhen,03,可选消费,Consumer Discretionary,0301,汽车与汽车零部件,Automobiles & Components,030101,汽车零配件与轮胎,uto Parts & Tires,03010101,汽车零配件,Auto Parts ,,
300508,维宏股份,"Shanghai Weihong Electronic Technology Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070102,信息技术服务,IT Services,07010201,系统集成及IT咨询,System Integration & IT Consulting,,
300509,新美星,"Jiangsu Newamstar Packaging Machinery Co., Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010607,其他机械设备,Other Machinery,,
300510,金冠股份,"JILIN JINGUAN ELECTRIC CO., Ltd",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020104,电气设备,Electrical Equipment,02010401,电气部件与设备,Electrical Components & Equipment,,
300511,雪榕生物,"Shanghai Xuerong Bio-Technology Co., Ltd.",Shenzhen,04,主要消费,Consumer Staples,0402,食品、饮料与烟草,"Food, Beverage & Tobacco",040204,农牧渔产品,"Agriculture,Animal Husbandry and Fishery Products",04020403,其他农产品,Other Agriculture Products,,
300512,中亚股份,"HANGZHOU ZHONGYA MACHINERY CO., LTD",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010607,其他机械设备,Other Machinery,,
300513,恒实科技,"Beijing E-techstar Co., LtD",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070102,信息技术服务,IT Services,07010201,系统集成及IT咨询,System Integration & IT Consulting,,
300514,友讯达,"Shenzhen Friendcom Technology Development Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
300515,三德科技,"Hunan Sundy Science and Technology Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
300516,久之洋,"Hubei Jiuzhiyang Infrared System Co., Ltd",Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
300517,海波重科,"Haibo Heavy Engineering Science and Technology Co., Ltd",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020102,建筑产品,Building Products,02010201,建筑产品,Building Products,,
300518,盛讯达,"Shenzhen Shengxunda Technology Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070101,互联网服务,Internet Services,07010102,移动互联网信息服务,Mobile Internet Information Service,,
300519,新光药业,"Zhejiang Xinguang Pharmaceutical Co., Ltd.",Shenzhen,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050202,制药,Pharmaceuticals,05020202,中药,Traditional Chinese Medicine,,
300520,科大国创,"GuoChuang Software Co.,Ltd.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070103,软件开发,Software Development,07010301,软件开发,Software Development,,
300521,爱司凯,"AMSKY Technology Co.,Ltd",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010607,其他机械设备,Other Machinery,,
300522,世名科技,"Suzhou Sunmun Technology Co., Ltd.",Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010204,印染化学品,Dyeing and Printing Chemicals,,
300523,辰安科技,"Beijing Global Safety Technology Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070103,软件开发,Software Development,07010301,软件开发,Software Development,,
300525,博思软件,"Fujian Boss Software Development Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070103,软件开发,Software Development,07010301,软件开发,Software Development,,
300526,中潜股份,CHINADIVE WATERSPORTS INC.,Shenzhen,03,可选消费,Consumer Discretionary,0302,耐用消费品与服装,Consumer Durables & Apparel,030202,休闲设备与用品,Leisure Equipment & Products,03020201,休闲设备与用品,Leisure Equipment & Products,,
300527,中国应急,"CHINA HARZONE INDUSTRY CORP., LTD.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020101,航空航天与国防,Aerospace & Defense,02010101,航空航天与国防,Aerospace & Defense,,
300528,幸福蓝海,Omnijoi Media Corporation,Shenzhen,03,可选消费,Consumer Discretionary,0304,传媒,Media,030401,传媒,Media,03040103,电影与娱乐,Movies & Entertainment,,
300529,健帆生物,"Jafron Biomedical Co.,Ltd.",Shenzhen,05,医药卫生,Health Care,0501,医疗器械与服务,Health Care Devices and Services,050101,医疗器械,Health Care Devices,05010101,医疗器械,Medical Devices,,
300530,达志科技,Guangdong DaZhi Environmental Protection Technology Incorporated Company,Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010207,其他化学制品,Other Chemicals,,
300531,优博讯,"Shenzhen Urovo Technology Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
300532,今天国际,"NEW TREND INTERNATIONAL LOGIS-TECH CO., LTD.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070102,信息技术服务,IT Services,07010201,系统集成及IT咨询,System Integration & IT Consulting,,
300533,冰川网络,"SHENZHEN BINGCHUAN NETWORK CO.,LTD.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070101,互联网服务,Internet Services,07010102,移动互联网信息服务,Mobile Internet Information Service,,
300534,陇神戎发,"Gansu Longshenrongfa Pharmaceutical Industry CO.,LTD",Shenzhen,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050202,制药,Pharmaceuticals,05020202,中药,Traditional Chinese Medicine,,
300535,达威股份,Sichuan Dowell Science and Technology Inc.,Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010204,印染化学品,Dyeing and Printing Chemicals,,
300536,农尚环境,"Wuhan Nusun Landscape Co., Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020103,建筑与工程,Construction & Engineering,02010303,园林工程,Garden Engineering,,
300537,广信材料,"Jiangsu Kuangshun Photosensitivity New-Material Stock Co., LTD.",Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010204,印染化学品,Dyeing and Printing Chemicals,,
300538,同益股份,"Shenzhen Tongyi Industry Co., Ltd.",Shenzhen,02,工业,Industrials,0202,商业服务与用品,Commercial Services & Supplies,020201,商业服务与用品,Commercial Services & Supplies,02020104,工业品贸易商,Industrial Products Traders,,
300539,横河模具,"Ningbo Henghe Mould Co., Ltd.",Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010202,塑料制品,Plastics,,
300540,深冷股份,"Chengdu Shenleng Liquefaction Plant Co., Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010607,其他机械设备,Other Machinery,,
300541,先进数通,"Beijing Advanced Digital Technology Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070102,信息技术服务,IT Services,07010201,系统集成及IT咨询,System Integration & IT Consulting,,
300542,新晨科技,"Brilliance Technology Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070103,软件开发,Software Development,07010301,软件开发,Software Development,,
300543,朗科智能,"Shenzhen Longood Intelligent Electric Co.,LTD",Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
300545,联得装备,"Shenzhen Liande Automatic Equipment Co.,Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010607,其他机械设备,Other Machinery,,
300546,雄帝科技,Shenzhen Emperor Technology Company Limited.,Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
300547,川环科技,"SICHUAN CHUANHUAN TECHNOLOGY CO.,LTD",Shenzhen,03,可选消费,Consumer Discretionary,0301,汽车与汽车零部件,Automobiles & Components,030101,汽车零配件与轮胎,uto Parts & Tires,03010101,汽车零配件,Auto Parts ,,
300548,博创科技,"Broadex Technologies Co., Ltd",Shenzhen,08,电信业务,Telecommunication Services,0802,通信设备,Communications Equipment,080201,通信设备,Communications Equipment,08020102,通信传输设备,Communication Transmission Equipment,,
300549,优德精密,"JOUDER PRECISION INDUSTRY (KUNSHAN) CO., LTD.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010607,其他机械设备,Other Machinery,,
